Random,Random,Random,Random,First,First,First,First,Degree,Degree,Degree,Degree,Normal,Normal,Normal,Normal,Sugar,Sugar,Sugar,Sugar,Difficulty,Difficulty
zeroReductions,nonzeroReductions,polynomialAdditions,monomialAdditions,zeroReductions,nonzeroReductions,polynomialAdditions,monomialAdditions,zeroReductions,nonzeroReductions,polynomialAdditions,monomialAdditions,zeroReductions,nonzeroReductions,polynomialAdditions,monomialAdditions,zeroReductions,nonzeroReductions,polynomialAdditions,monomialAdditions,time (seconds),generators
15,11,90,166,13,9,81,150,12,8,71,131,12,8,76,141,12,8,76,141,.000263475,13
13,9,46,68,9,7,33,49,9,6,33,50,9,6,35,52,9,6,35,52,.000227072,10
15,9,69,118,13,8,62,105,13,7,62,105,13,7,62,101,13,7,62,101,.000241403,12
14,13,64,110,10,9,50,84,10,6,43,67,10,6,43,67,10,6,43,67,.000298362,9
11,11,50,81,8,9,31,45,8,7,29,42,8,7,29,42,8,7,29,42,.00030148,9
16,10,66,116,8,6,38,66,8,6,42,74,8,6,39,68,8,6,39,68,.00022105,10
13,10,60,99,13,11,55,90,11,6,54,89,11,6,47,74,11,6,47,74,.00028729,10
22,18,98,158,15,14,62,96,15,10,60,93,15,10,59,91,15,10,59,91,.000268432,15
14,9,59,93,14,10,56,90,14,8,57,92,14,8,70,121,14,8,70,121,.000260515,13
16,9,79,132,13,10,75,129,12,7,69,117,12,7,65,109,12,7,65,109,.000239199,11
24,19,109,182,14,12,56,90,11,6,62,104,11,6,62,104,11,6,62,104,.00023449,10
13,10,92,173,13,9,93,175,13,8,93,175,13,8,93,176,13,8,93,176,.000261358,13
20,15,101,173,10,9,55,93,10,6,55,97,10,6,55,97,10,6,55,97,.000228625,9
11,7,32,44,9,6,32,46,9,4,23,30,9,4,23,30,9,4,23,30,.000204534,8
19,14,79,135,11,9,62,104,11,8,59,98,11,8,65,112,11,8,65,112,.000319368,12
12,7,46,76,9,4,39,64,8,2,26,38,8,2,26,38,8,2,26,38,.000256505,6
10,6,40,62,8,4,34,53,8,3,34,53,8,3,37,61,8,3,37,61,.00022537,8
18,12,84,136,7,6,40,66,7,4,31,49,7,4,31,49,7,4,31,49,.000293504,8
9,4,55,97,9,4,52,87,9,4,52,87,9,4,55,97,9,4,55,97,.000214916,8
11,5,59,105,10,4,58,102,10,3,58,100,10,3,58,100,10,3,58,100,.000227758,8
26,18,108,175,14,10,75,134,14,10,75,134,14,10,73,127,14,10,73,127,.000362886,15
20,15,112,193,19,15,90,158,12,7,70,117,12,7,72,123,12,7,72,123,.000259083,11
10,4,42,66,8,6,39,66,8,3,37,59,8,3,34,53,8,3,34,53,.000212043,7
23,16,90,143,11,6,62,112,11,6,62,112,11,6,62,112,11,6,62,112,.000232439,11
20,15,107,185,11,10,68,119,11,8,68,119,11,8,64,109,11,8,64,109,.000249563,13
10,4,57,104,10,6,55,100,9,4,45,77,9,4,45,77,9,4,45,77,.000229239,9
12,5,68,118,10,4,75,136,10,4,73,133,10,4,63,112,10,4,63,112,.000223254,9
17,11,75,118,14,10,69,111,14,9,64,102,14,9,74,122,14,9,74,122,.00026834,14
17,12,53,74,13,9,43,63,12,7,39,55,12,7,48,74,12,7,48,74,.000237113,11
9,4,39,63,5,4,30,52,5,1,20,30,5,1,20,30,5,1,20,30,.000188985,5
34,23,113,172,15,14,69,115,15,10,64,103,15,10,67,112,15,10,67,112,.000266867,15
10,5,58,98,8,5,56,97,8,4,56,97,8,4,53,92,8,4,53,92,.000224442,9
18,13,66,101,15,10,62,98,14,8,53,84,14,8,54,86,14,8,54,86,.00024943,13
21,14,61,82,14,11,53,80,14,10,53,78,13,10,44,63,13,10,44,63,.000260136,15
15,12,53,80,16,16,77,133,12,9,48,74,12,9,67,116,12,9,67,116,.000337726,13
12,9,70,118,11,7,74,127,9,5,59,101,9,5,59,101,9,5,59,101,.000232078,9
6,4,28,45,6,5,28,45,6,4,36,62,6,4,39,68,6,4,39,68,.000209247,8
22,21,99,161,11,7,67,116,10,7,61,105,10,7,55,91,10,7,55,91,.000239987,11
12,5,43,67,9,3,45,77,9,3,45,77,9,3,45,77,9,3,45,77,.000282582,8
9,6,27,37,9,8,30,49,8,5,20,26,8,5,20,26,8,5,20,26,.000278116,9
14,13,64,105,12,13,61,102,11,6,50,83,11,6,59,100,11,6,59,100,.00024559,10
10,7,62,110,10,8,68,123,10,6,63,112,10,6,64,114,10,6,64,114,.000239075,10
9,5,26,35,9,8,32,47,7,4,23,32,7,4,23,32,7,4,23,32,.000217339,8
12,9,58,104,10,11,53,93,10,6,53,88,10,6,50,82,10,6,50,82,.000275864,10
13,10,68,116,9,6,57,95,9,5,59,99,9,5,55,91,9,5,55,91,.000226915,9
14,12,64,106,7,6,38,62,7,3,35,56,7,3,37,63,7,3,37,63,.000230123,7
23,20,96,158,21,13,80,133,10,4,53,91,10,4,56,97,10,4,56,97,.000272526,8
13,9,60,102,13,11,68,121,10,7,54,94,10,7,49,83,10,7,49,83,.000254474,10
12,6,77,134,10,6,62,108,10,5,63,110,10,5,63,110,10,5,63,110,.000236491,10
14,9,70,115,10,10,53,90,10,7,54,89,10,7,57,95,10,7,57,95,.000300651,11
14,10,74,133,13,8,74,132,13,7,75,134,13,7,75,134,13,7,75,134,.000287869,12
17,13,90,155,11,10,64,109,11,8,63,103,11,8,59,97,11,8,59,97,.000248887,12
19,13,80,139,10,7,44,71,10,6,44,71,10,6,47,78,10,6,47,78,.000253378,11
10,4,65,114,10,7,60,104,9,4,55,95,9,4,58,102,9,4,58,102,.000224559,9
21,12,77,123,14,13,68,118,13,7,61,103,13,7,55,92,13,7,55,92,.000242861,12
14,7,77,134,11,6,63,111,9,4,58,102,9,4,65,118,9,4,65,118,.000259761,9
11,9,44,71,11,11,46,74,8,5,40,64,9,5,38,59,9,5,38,59,.000216473,9
14,12,86,150,13,13,88,156,10,7,73,128,10,7,96,177,10,7,96,177,.000239854,11
16,9,81,134,15,8,72,117,13,6,54,86,13,6,62,103,13,6,62,103,.000269274,11
8,6,45,79,10,7,58,102,8,4,45,78,8,4,45,78,8,4,45,78,.000212307,8
7,3,31,49,7,3,34,58,7,2,34,57,7,2,34,57,7,2,34,57,.000211513,7
7,4,39,65,7,4,39,65,7,4,36,58,7,4,32,50,7,4,32,50,.000290431,8
35,23,175,302,14,13,78,142,12,9,66,119,12,9,71,129,12,9,71,129,.000349661,12
15,8,69,109,12,6,64,108,12,6,64,108,12,6,65,112,12,6,65,112,.000245988,11
22,16,90,151,14,13,77,127,12,8,68,113,12,8,72,121,12,8,72,121,.000249488,13
15,10,64,104,12,9,70,122,12,8,62,106,12,8,60,101,12,8,60,101,.000243254,13
16,10,99,173,16,10,109,191,15,9,103,180,15,9,100,169,15,9,100,169,.000255899,14
13,11,77,131,13,10,75,134,12,8,68,118,12,8,68,114,12,8,68,114,.000253477,12
15,10,60,95,12,7,47,70,12,7,47,70,12,7,47,70,12,7,47,70,.000238744,11
8,6,36,61,7,4,26,38,7,4,26,38,7,4,34,57,7,4,34,57,.000210958,9
8,4,24,36,8,4,24,36,8,4,24,36,8,4,24,36,8,4,24,36,.000209744,9
18,9,64,99,12,7,46,76,8,4,37,62,8,4,37,62,8,4,37,62,.000222647,8
9,8,40,66,9,5,38,60,9,5,38,60,9,5,33,48,9,5,33,48,.000234823,10
11,6,64,112,10,8,66,122,9,4,60,108,9,4,61,109,9,4,61,109,.000237534,9
13,6,34,46,9,5,29,43,8,2,23,32,8,2,23,32,8,2,23,32,.000271063,6
18,14,64,99,10,8,42,62,10,6,39,57,10,6,38,56,10,6,38,56,.000242711,11
8,4,36,60,8,4,40,67,8,4,40,67,8,4,40,67,8,4,40,67,.000221392,9
14,10,66,109,13,9,78,141,13,8,71,126,13,8,74,129,13,8,74,129,.000325077,12
25,19,105,168,12,10,61,99,12,8,57,90,12,8,60,103,12,8,60,103,.00024711,13
13,10,57,99,11,7,47,77,11,6,47,77,11,6,50,86,11,6,50,86,.000269456,11
19,14,75,116,13,10,58,93,13,10,58,93,13,10,68,115,13,10,68,115,.000282365,15
9,5,44,72,9,5,45,76,9,5,45,76,9,5,44,72,9,5,44,72,.000236227,10
20,17,96,173,17,17,85,152,12,9,62,112,12,9,60,109,12,9,60,109,.000254297,13
12,11,56,92,18,11,71,120,12,9,51,84,12,9,53,83,12,9,53,83,.000271476,13
11,7,51,80,9,7,54,96,9,6,46,74,9,6,44,73,9,6,44,73,.000246994,9
16,8,66,103,12,12,64,107,12,7,49,76,12,7,56,89,12,7,56,89,.000259911,12
20,13,97,173,13,10,71,123,13,7,70,117,13,7,70,127,13,7,70,127,.000253479,12
12,11,57,95,11,11,60,102,10,6,44,72,10,6,43,71,10,6,43,71,.000261137,9
15,8,73,122,14,10,86,150,12,6,76,131,12,6,80,145,12,6,80,145,.000243066,10
11,12,59,105,10,9,40,63,10,8,48,80,10,8,49,85,10,8,49,85,.00023694,12
14,7,60,102,11,6,54,93,11,4,53,90,11,4,53,90,11,4,53,90,.000310799,9
13,6,43,61,9,6,36,54,9,5,36,54,9,5,36,54,9,5,36,54,.000227584,10
11,5,31,42,10,4,29,40,10,3,29,40,10,3,29,40,10,3,29,40,.00021958,8
13,7,61,102,12,10,51,84,12,6,47,74,12,6,47,74,12,6,47,74,.000225676,10
14,11,72,125,9,4,56,101,9,4,56,101,9,4,57,103,9,4,57,103,.000228262,8
13,9,56,91,9,10,46,81,8,4,42,71,8,4,39,65,8,4,39,65,.000221605,8
17,16,81,137,14,14,74,123,14,8,66,105,14,8,83,139,14,8,83,139,.000255924,13
11,8,54,94,11,7,53,93,9,5,54,98,9,5,54,98,9,5,54,98,.000239152,9
8,3,40,66,8,3,38,59,8,3,38,59,8,3,41,66,8,3,41,66,.000210382,8
12,8,35,49,8,6,28,41,8,4,25,34,8,4,25,34,8,4,25,34,.000211319,7
22,18,90,148,16,16,74,118,12,10,53,88,12,10,52,83,12,10,52,83,.000266421,14
11,7,64,115,12,8,65,116,10,6,60,105,10,6,52,84,10,6,52,84,.000264086,10
12,7,45,69,8,6,33,51,8,5,30,45,8,5,30,45,8,5,30,45,.000248474,9
14,9,46,69,12,7,51,86,8,4,38,67,8,4,37,64,8,4,37,64,.000231445,8
12,7,38,55,12,7,33,46,12,7,33,46,12,7,34,48,12,7,34,48,.000263177,12
23,20,83,126,12,14,67,118,11,8,58,100,11,8,48,80,11,8,48,80,.0002466,12
11,6,52,86,9,4,49,87,9,3,49,86,9,3,47,78,9,3,47,78,.000226774,8
14,13,60,100,13,15,58,89,10,8,40,62,10,8,36,52,10,8,36,52,.00023082,11
6,1,20,30,6,3,23,36,6,1,21,30,6,1,21,30,6,1,21,30,.000213917,5
12,6,43,67,10,6,43,69,8,4,37,58,8,4,37,58,8,4,37,58,.000234155,9
12,5,65,110,10,5,59,101,10,4,61,106,10,4,65,114,10,4,65,114,.000296525,9
10,9,50,80,7,6,33,50,7,5,30,45,7,5,27,40,7,5,27,40,.000222958,8
13,10,76,130,10,8,69,122,10,6,59,97,10,6,59,97,10,6,59,97,.000241109,10
20,16,101,177,12,10,77,139,12,8,69,118,12,8,60,97,12,8,60,97,.000245681,12
11,8,74,129,11,8,72,124,11,8,73,124,11,8,73,126,11,8,73,126,.000261434,13
13,7,46,71,8,5,30,46,8,4,31,46,8,4,39,63,8,4,39,63,.000238671,9
22,20,99,162,12,9,68,122,11,8,67,119,11,8,63,112,11,8,63,112,.000257232,11
14,10,56,91,15,10,57,92,12,7,50,82,12,7,50,79,12,7,50,79,.000244081,12
12,7,79,136,15,9,82,137,11,6,64,109,11,6,64,109,11,6,64,109,.000238536,11
9,5,48,78,11,4,49,79,9,3,46,75,9,3,46,75,9,3,46,75,.000219024,8
14,11,77,130,12,9,77,135,10,7,50,81,10,7,58,100,10,7,58,100,.000237439,10
20,11,51,66,12,7,33,44,12,6,28,35,12,6,28,35,12,6,28,35,.000233096,10
13,10,45,66,10,7,32,42,9,4,26,33,9,4,26,33,9,4,26,33,.000211398,8
15,8,62,104,10,7,54,96,10,6,57,100,10,6,57,98,10,6,57,98,.000243998,9
16,11,51,81,12,11,48,81,10,7,48,81,10,7,56,100,10,7,56,100,.000235912,10
11,6,40,59,9,5,42,67,9,5,42,67,9,5,38,59,9,5,38,59,.000243618,10
10,6,49,83,10,5,49,83,9,5,44,74,9,5,44,74,9,5,44,74,.000241796,10
14,10,89,157,11,8,64,113,11,8,64,113,12,8,69,117,12,8,69,117,.000247243,13
27,22,128,213,17,13,87,158,16,12,84,153,16,12,100,185,16,12,100,185,.000284169,17
13,8,89,155,12,8,108,203,10,4,87,159,10,4,87,159,10,4,87,159,.000247121,8
12,9,51,83,8,7,36,58,7,5,32,51,7,5,30,47,7,5,30,47,.000223505,8
34,25,156,264,19,12,89,147,11,7,69,124,11,7,58,98,11,7,58,98,.000252075,11
11,7,57,103,8,8,59,106,8,4,57,106,8,4,57,106,8,4,57,106,.00028499,7
22,17,70,99,14,13,59,92,13,12,53,81,13,12,44,62,13,12,44,62,.000263446,16
11,9,65,117,11,10,67,117,11,7,69,119,11,7,63,105,11,7,63,105,.000269904,11
10,8,45,71,7,6,33,51,7,3,29,43,7,3,29,43,7,3,29,43,.000200917,6
20,18,63,95,17,10,62,96,11,7,44,71,11,7,47,77,11,7,47,77,.000258146,11
15,9,72,126,12,8,71,130,12,7,72,132,12,7,66,117,12,7,66,117,.000288884,12
12,10,56,95,8,6,52,94,8,5,54,98,8,5,45,81,8,5,45,81,.000292198,9
12,7,53,85,11,5,49,79,11,5,48,77,11,5,42,67,11,5,42,67,.000231535,10
18,12,96,167,14,9,82,138,8,4,44,72,8,4,40,64,8,4,40,64,.000211952,8
